SPI,meta_ROI_from,meta_ROI_to,stimulus_presentation,comparison,accuracy
cce_kernel_W-0.5,Category_Selective,IPS,on,Relevant non-target vs. Irrelevant,0.4920833333333333
di_gaussian,Category_Selective,IPS,on,Relevant non-target vs. Irrelevant,0.49375
di_kozachenko,Category_Selective,IPS,on,Relevant non-target vs. Irrelevant,0.4923611111111111
di_kernel_W-0.5,Category_Selective,IPS,on,Relevant non-target vs. Irrelevant,0.4963888888888889
te_kraskov_NN-4_k-max-10_tau-max-4,Category_Selective,IPS,on,Relevant non-target vs. Irrelevant,0.49861111111111106
te_kraskov_NN-4_DCE_k-max-10_tau-max-4,Category_Selective,IPS,on,Relevant non-target vs. Irrelevant,0.49722222222222223
te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1,Category_Selective,IPS,on,Relevant non-target vs. Irrelevant,0.49722222222222223
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,Category_Selective,IPS,on,Relevant non-target vs. Irrelevant,0.49861111111111106
te_kernel_W-0.25_k-1,Category_Selective,IPS,on,Relevant non-target vs. Irrelevant,0.5144444444444445
gc_gaussian_k-max-10_tau-max-2,Category_Selective,IPS,on,Relevant non-target vs. Irrelevant,0.4966666666666666
te_symbolic_k-1_kt-1_l-1_lt-1,Category_Selective,IPS,on,Relevant non-target vs. Irrelevant,0.4966666666666666
te_symbolic_k-10_kt-1_l-1_lt-1,Category_Selective,IPS,on,Relevant non-target vs. Irrelevant,0.4966666666666666
cov_EmpiricalCovariance,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4958333333333333
cov_GraphicalLasso,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4998611111111111
cov_GraphicalLassoCV,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4961111111111111
cov_LedoitWolf,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4958333333333333
cov_OAS,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4958333333333333
cov_ShrunkCovariance,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4958333333333333
cov-sq_EmpiricalCovariance,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5325
cov-sq_GraphicalLasso,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5298611111111111
cov-sq_LedoitWolf,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5379166666666666
cov-sq_OAS,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5379166666666666
cov-sq_ShrunkCovariance,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5325
prec_EmpiricalCovariance,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5
prec_GraphicalLasso,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49861111111111106
prec_LedoitWolf,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5
prec_OAS,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5
prec_ShrunkCovariance,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5
prec-sq_EmpiricalCovariance,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5312500000000001
prec-sq_GraphicalLasso,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5095833333333333
prec-sq_LedoitWolf,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5177777777777777
prec-sq_OAS,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5218055555555555
prec-sq_ShrunkCovariance,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.52625
spearmanr-sq,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5299999999999999
spearmanr,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5
kendalltau-sq,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5338888888888889
kendalltau,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5
xcorr_max_sig-True,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4881944444444445
xcorr-sq_max_sig-True,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49208333333333326
xcorr_mean_sig-True,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4958333333333333
xcorr-sq_mean_sig-True,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4930555555555555
xcorr_mean_sig-False,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49027777777777787
xcorr-sq_mean_sig-False,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.50125
pdist_euclidean,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5038888888888888
pdist_cityblock,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5066666666666666
pdist_cosine,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49736111111111103
pdist_chebyshev,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4931944444444444
pdist_canberra,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5
pdist_braycurtis,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4998611111111111
dcorr,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5311111111111111
dcorr_biased,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5316666666666667
hsic,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5229166666666668
hsic_biased,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5349999999999999
bary_euclidean_max,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5193055555555555
bary-sq_euclidean_mean,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5
bary-sq_euclidean_max,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4934722222222222
gwtau,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5243055555555556
anm,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5038888888888888
cds,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4854166666666666
reci,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.485
igci,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49375
je_gaussian,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5268055555555555
je_kozachenko,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5018055555555555
je_kernel_W-0.5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5158333333333334
ce_gaussian,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5216666666666667
ce_kernel_W-0.5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5377777777777778
xme_gaussian_k1,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5170833333333335
xme_kozachenko_k1,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4930555555555555
xme_kernel_W-0.5_k1,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5248611111111111
xme_gaussian_k10,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5266666666666666
xme_kozachenko_k10,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4883333333333333
xme_kernel_W-0.5_k10,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5081944444444445
si_gaussian_k-1,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5
si_kozachenko_k-1,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4897222222222222
si_kernel_W-0.5_k-1,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5
mi_gaussian,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5372222222222222
mi_kraskov_NN-4,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49874999999999997
mi_kraskov_NN-4_DCE,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4873611111111112
mi_kernel_W-0.25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4959722222222222
tlmi_gaussian,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5045833333333333
tlmi_kraskov_NN-4,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5
tlmi_kraskov_NN-4_DCE,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.48611111111111105
tlmi_kernel_W-0.25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49444444444444446
te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5230555555555555
gc_gaussian_k-1_kt-1_l-1_lt-1,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49722222222222223
phase_multitaper_mean_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49499999999999994
phase_multitaper_mean_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49874999999999997
phase_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4948611111111111
phase_multitaper_max_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.48888888888888893
phase_multitaper_max_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4998611111111111
phase_multitaper_max_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4919444444444444
cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5127777777777778
cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4997222222222222
cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5255555555555556
cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.48374999999999996
cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5069444444444444
cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4854166666666666
icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49097222222222214
icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4847222222222222
icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5036111111111111
icoh_multitaper_max_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5025000000000001
icoh_multitaper_max_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5090277777777777
icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5202777777777777
psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5145833333333333
psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4820833333333333
psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5197222222222223
plv_multitaper_mean_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5079166666666667
plv_multitaper_mean_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5090277777777776
plv_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5201388888888889
plv_multitaper_max_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49611111111111106
plv_multitaper_max_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4894444444444444
plv_multitaper_max_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4918055555555556
pli_multitaper_mean_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5131944444444445
pli_multitaper_mean_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49555555555555547
pli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49375
wpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5122222222222224
wpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49819444444444444
wpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49597222222222215
dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49722222222222223
dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5255555555555554
dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4998611111111112
dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49736111111111114
dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5031944444444445
dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.48291666666666677
ppc_multitaper_mean_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5125
ppc_multitaper_mean_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5034722222222223
ppc_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5198611111111111
ppc_multitaper_max_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49611111111111106
ppc_multitaper_max_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4881944444444444
ppc_multitaper_max_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.48902777777777773
dtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.50125
dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49375
dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49861111111111106
dtf_multitaper_max_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.48583333333333323
dtf_multitaper_max_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5011111111111111
dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4929166666666667
dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.50125
dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.50125
dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.50125
dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5
dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5
dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49333333333333335
pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.50125
pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49375
pdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49861111111111106
pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.48583333333333323
pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5011111111111111
pdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4929166666666667
gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5191666666666667
gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5086111111111111
gpdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4809722222222222
gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5061111111111112
gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5079166666666668
gpdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5416666666666667
ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49375
ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49874999999999997
ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4948611111111111
ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5
ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5
ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4905555555555556
sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5266666666666666
sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5058333333333334
sgc_nonparametric_mean_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49069444444444443
sgc_nonparametric_max_fs-1_fmin-0_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5290277777777777
sgc_nonparametric_max_fs-1_fmin-0_fmax-0-25,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5104166666666666
sgc_nonparametric_max_fs-1_fmin-0-25_fmax-0-5,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5147222222222222
sgc_parametric_mean_fs-1_fmin-0_fmax-0-5_order-None,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.50125
sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-None,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5
sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-None,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.48930555555555555
sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-1,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5
sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-1,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5
sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-1,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.48888888888888893
sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-20,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.5045833333333334
sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-20,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49430555555555555
sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-20,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4887499999999999
sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-None,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.4915277777777778
sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-None,Category_Selective,IPS,off,Relevant non-target vs. Irrelevant,0.49708333333333343
